"lakeid","year4","daynum","sampledate","depth","rep","sta","event","cl","so4","ca","mg","na","k","fe","mn","cond","flagcl","flagso4","flagca","flagmg","flagna","flagk","flagfe","flagmn","flagcond"
"MO",2008,218,"2008-08-05",0,1,1,,50.57,15.94,26.1,28.8,25.6,3.22,0,0.02,,,,,,,,"X",,
"MO",2008,218,"2008-08-05",4,1,1,,26.3,7.9,24,27.5,24.5,2.97,0,0,,,,,,,,"X","X",
"MO",2008,218,"2008-08-05",6,1,1,,5.42,7.23,24.7,27.4,24.4,3,0,0,,,,,,,,"X","X",
"MO",2008,218,"2008-08-05",8,1,1,,52.68,15.91,32.9,27.3,25.5,3.02,0,0.03,,"E","E",,,,,"X",,
"MO",2008,218,"2008-08-05",12,1,1,,1.78,9.86,37.7,28.7,29,3.32,0.01,0.23,,"L","L",,,,,"X",,
"MO",2008,218,"2008-08-05",16,1,1,,28.22,6.58,39.05,29.15,29.75,3.35,0.01,0.28,,,,"E","E","E","E","EX","E",
"MO",2008,218,"2008-08-05",20,1,1,,25.78,5.91,39.2,29.2,29.9,3.41,0.01,0.29,,,,,,,,"X",,
"MO",2008,305,"2008-10-31",0,1,1,,51.03,16.26,30,28,24,3.14,0,0,,,,,,,,"X","X",
"MO",2008,305,"2008-10-31",4,1,1,,49.56,16.05,30.1,28.1,24.1,3.11,0,0,,,,,,,,"X","X",
"MO",2008,305,"2008-10-31",20,1,1,,50.73,16.28,28.2,26.5,22.8,2.8,0,0,,,,,,,,"X","X",
"MO",2009,36,"2009-02-05",0,1,1,,52.61,18.19,37.1,32.8,24.5,3.25,0,0,,,,,,,,"X","X",
"MO",2009,36,"2009-02-05",8,1,1,,55,17.92,35.3,31.1,25.6,3.27,0,0.01,,,,,,,,"X",,
"MO",2009,36,"2009-02-05",20,1,1,,152.27,27.44,59.1,35.8,98.8,4.69,0.04,0.45,,"EH","E","H",,"H",,,,
"MO",2009,107,"2009-04-17",0,1,1,,62.9,17.4,40.2,31.1,33.3,3.32,0,0,,,,,,,,"X","X",
"MO",2009,107,"2009-04-17",8,1,1,,62.44,17.54,39.9,30.9,32.8,3.24,0,0,,,,,,,,"X","X",
"MO",2009,107,"2009-04-17",20,1,1,,62.69,17.51,,,,,,,,,,,,,,,,
"MO",2009,216,"2009-08-04",0,1,1,,58.35,17.88,31,31.5,30.7,3.35,0,0,,,,,,,,"X","X",
"MO",2009,216,"2009-08-04",4,1,1,,58.73,17.93,32.1,30.8,29,3.26,0,0,,,,,,,,"X","X",
"MO",2009,216,"2009-08-04",6,1,1,,58.68,18.03,31.4,30.2,28.6,3.33,0,0.01,,,,,,,,"X",,
"MO",2009,216,"2009-08-04",8,1,1,,58.72,17.93,32.6,30.6,29.2,0.01,0,0.02,,,,,,,"X","X",,
"MO",2009,216,"2009-08-04",12,1,1,,59.6,16.73,44.3,32.3,31.9,3.59,0.03,0.26,,,,,,,,,,
"MO",2009,216,"2009-08-04",16,1,1,,,16.5,45.8,32.5,32.2,3.69,0.04,0.29,,,"E","E","E","E","E","E","E",
"MO",2009,216,"2009-08-04",20,1,1,,60.59,15.68,43.1,30.3,30,3.62,0.05,0.27,,,,,,,,,,
"MO",2009,216,"2009-08-04",22,1,1,,59.92,14.7,43,30.2,30.3,3.71,0.07,0.26,,,,,,,,,,
"MO",2009,303,"2009-10-30",0,1,1,,58.62,17.87,31.7,30.6,28.3,3.57,0.01,0,,,,,,,,"X","X",
"MO",2009,303,"2009-10-30",4,1,1,,57.98,17.75,32.4,31.25,28.8,3.6,0.01,0,,,,"E","E","E","E","EX","EX",
"MO",2009,303,"2009-10-30",20,1,1,,57.94,17.93,31.7,31,29,3.56,0.01,0,,,,,,,,"X","X",
"MO",2010,34,"2010-02-03",0,1,1,,58.37,19.52,36.5,32.9,29.1,3.72,0.01,0,,,,,,,,"X","X",
"MO",2010,34,"2010-02-03",8,1,1,,60.15,19.83,36.3,32.5,29.7,3.74,0.01,0.02,,,,,,,,"X",,
"MO",2010,34,"2010-02-03",20,1,1,,111.07,31.5,64,38.5,58.7,3.59,0.03,0.31,,"EH","E","H",,"H",,,,
"MO",2010,102,"2010-04-12",0,1,1,,65.25,19.1,41.5,33.7,34.5,3.53,0,0,,,,,,,,"X","X",
"MO",2010,102,"2010-04-12",8,1,1,,64.93,19.61,41.6,33.8,34.4,3.52,0,0,,,,,,,,"X","X",
"MO",2010,102,"2010-04-12",20,1,1,,65.11,19.34,41.8,33.9,34.85,3.57,0,0.01,,,,"E","E","E","E","X","E",
"MO",2010,216,"2010-08-04",0,1,1,,54.95,16.8,25,28.8,26.5,3.04,0,0,,,,,,,,"X","X",
"MO",2010,216,"2010-08-04",4,1,1,,57.22,16.77,26.3,29.1,27.2,3.06,0,0,,,,,,,,"X","X",
"MO",2010,216,"2010-08-04",6,1,1,,55.48,16.82,25.8,28.6,26.8,3.06,0,0,,,,,,,,"X","X",
"MO",2010,216,"2010-08-04",8,1,1,,55.98,16.83,27.6,29.2,27.6,3.06,0,0.02,,,,,,,,"X",,
"MO",2010,216,"2010-08-04",12,1,1,,63.83,16.84,38.7,30.95,31.2,3.44,0.01,0.18,,,,,"E",,,"X",,
"MO",2010,216,"2010-08-04",16,1,1,,64,16.4,40,31.3,31.7,3.47,0.01,0.21,,,,"E",,"E","E","EX","E",
"MO",2010,216,"2010-08-04",20,1,1,,63.92,15.5,40.9,31.4,32.5,3.56,0,0.17,,,,,,,,"X",,
"MO",2010,216,"2010-08-04",22,1,1,,,,,,,,0,,,,,,,,,"X",,
"MO",2010,306,"2010-11-02",0,1,1,,54.56,17.18,31.5,29.9,26.1,3.15,0,0,,,,,,,,"X","EX",
"MO",2010,306,"2010-11-02",4,1,1,,54.64,17.22,31.7,30.1,26.1,3.14,0,0,,,,,,,,"X","X",
"MO",2010,306,"2010-11-02",20,1,1,,53.61,17.16,31.7,30.1,25.6,3.16,0,0.01,,,,,,,,"X",,
"MO",2011,26,"2011-01-26",0,1,1,,57.84,18.3,37.8,34.3,28.5,4.36,0,0,,,,,,,,"X","X",
"MO",2011,26,"2011-01-26",8,1,1,,56.38,17.8,37.8,33.6,29.6,4.28,0,0.01,,,,,,,,"X",,
"MO",2011,26,"2011-01-26",20,1,1,,134.41,25.19,58.4,38.1,73.8,5.42,0.03,0.24,,"H",,"H",,"H",,,,
"MO",2011,137,"2011-05-17",0,1,1,,64.52,18.63,36.9,30.1,31.4,3.12,0,0.01,,"E","E",,,,,"X",,
"MO",2011,137,"2011-05-17",8,1,1,,64.34,18.67,37.5,30.5,31.9,3.13,0,0.01,,"E","E",,,,,"X",,
"MO",2011,137,"2011-05-17",20,1,1,,63.99,18.67,37,30.2,31.5,3.12,0,0.01,,,,,,,,"X",,
"MO",2011,221,"2011-08-09",0,1,1,,63.72,17.73,25.69,31.05,31.69,3.18,0,0,,,,,,,,"X","X",
"MO",2011,221,"2011-08-09",4,1,1,,64.08,17.54,25.27,30.34,30.35,2.98,0,0,,,,,,,,"X","X",
"MO",2011,221,"2011-08-09",6,1,1,,63.9,17.73,24.8,29.92,29.99,3.04,0,0,,,,,,,,"X","X",
"MO",2011,221,"2011-08-09",8,1,1,,62.69,15.9,35.04,30.11,30.44,3.13,0,0.07,,,,,,,,"X",,
"MO",2011,221,"2011-08-09",12,1,1,,63.94,9.73,40.32,30.36,31.36,3.29,0.01,0.19,,,,"E","E","E","E","EX","E",
"MO",2011,221,"2011-08-09",16,1,1,,64.86,7.05,42.02,29.92,30.41,3.13,0.02,0.21,,,,,,,,,,
"MO",2011,221,"2011-08-09",20,1,1,,64.65,7.53,42.06,30.24,30.83,3.27,0.01,0.22,,,,,,,,"X",,
"MO",2011,305,"2011-11-01",0,1,1,,64.63,16.82,,,,,,,,,,,,,,,,
"MO",2011,305,"2011-11-01",4,1,1,,64.62,16.81,,,,,,,,,,,,,,,,
"MO",2011,305,"2011-11-01",20,1,1,,64.21,16.76,,,,,,,,,,,,,,,,
"MO",2012,109,"2012-04-18",0,1,1,,68.55,19.48,36.15,,,,,,,,,,,,,,,
"MO",2012,109,"2012-04-18",8,1,1,,68.62,19.34,30.28,,,,,,,,,,,,,,,
"MO",2012,109,"2012-04-18",20,1,1,,68.14,19.54,20.5,,,,,,,,,,,,,,,
"MO",2012,220,"2012-08-07",0,1,1,,68.9,18.14,24.63,33.73,36.99,3.21,0.02,0,,,,,,,,,"X",
"MO",2012,220,"2012-08-07",4,1,1,,68.81,18.24,25.28,33.77,37.07,3.19,0.02,0,,,,,,,,,"X",
"MO",2012,220,"2012-08-07",6,1,1,,68.95,18.09,25.29,33.36,36.92,3.2,0.02,0,,,,,,,,,"X",
"MO",2012,220,"2012-08-07",8,1,1,,68.22,17.74,29.48,33.69,37.36,3.23,0.02,0.05,,,,,,,,,,
"MO",2012,220,"2012-08-07",12,1,1,,67.47,8.61,39.95,33.23,35.92,3.39,0.04,0.24,,,"L",,,,,,,
"MO",2012,220,"2012-08-07",16,1,1,,67.44,5.62,41.78,33.67,36.28,3.43,0.04,0.25,,,,,,,,,,
"MO",2012,220,"2012-08-07",20,1,1,,67.81,13.67,41.95,33.51,36.66,3.49,0.04,0.25,,,,,,,,,,
"MO",2012,306,"2012-11-01",0,1,1,,67.52,16.74,29.43,30.95,29.83,2.64,0.04,0,,"L","L","E","E","E","E","E","EX",
"MO",2012,306,"2012-11-01",4,1,1,,68.14,16.78,29.85,31.38,30.02,2.65,0.04,0,,,,,,,,,"X",
"MO",2012,306,"2012-11-01",20,1,1,,69.7,17.15,29.81,31.36,30.19,2.77,0.04,0.01,,,,,,,,,,
"MO",2013,36,"2013-02-05",0,1,1,,68.97,18.81,35.39,35.02,35.51,3.28,0,0,,,,,,,,"X","X",
"MO",2013,36,"2013-02-05",8,1,1,,68.75,18.78,35.67,35.67,35.63,3.32,0,0,,,,,,,,"X","X",
"MO",2013,36,"2013-02-05",20,1,1,,113.77,20.7,40.96,35.22,63.83,3.6,0,0.11,,"H",,,"L","H",,"X",,
"MO",2013,128,"2013-05-08",0,1,1,,79.43,21.07,35.99,32.11,40.47,3.01,0,0,,,,,,,,"X","X",
"MO",2013,128,"2013-05-08",8,1,1,,79.87,20.31,35.14,30.9,40.9,3.14,0,0,,"E",,,,,,"X","X",
"MO",2013,128,"2013-05-08",20,1,1,,79.95,20.56,35.47,30.97,40.78,3.12,0,0.01,,,"E","E","E","E","E","EX","E",
"MO",2013,218,"2013-08-06",0,1,1,,65.13,18.49,26.93,28.48,30.98,2.88,0,0,,,,,,,,"X","X",
"MO",2013,218,"2013-08-06",4,1,1,,65.3,18.63,27.25,28.54,31.3,2.86,0,0,,,,,,,,"X","X",
"MO",2013,218,"2013-08-06",6,1,1,,65.96,18.53,27.77,28.82,31.62,2.89,0,0,,,,,,,,"X","X",
"MO",2013,218,"2013-08-06",8,1,1,,67.86,18.68,30.05,28.57,32.93,2.92,0,0.01,,,,,,,,"X",,
"MO",2013,218,"2013-08-06",12,1,1,,77.19,16.65,35.71,29.58,37.7,3.14,0.01,0.23,,,,,,,,"X",,
"MO",2013,218,"2013-08-06",16,1,1,,77.8,13.5,36.31,29.26,37.75,3.23,0.02,0.27,,,,,,,,,,
"MO",2013,218,"2013-08-06",20,1,1,,77.71,13.65,36.96,29.33,38,3.21,0.02,0.27,,,,,,,,,,
"MO",2013,218,"2013-08-06",22,1,1,,78.13,13.45,37.26,29.57,38.13,3.25,0.02,0.27,,,,,,,,,,
"MO",2013,303,"2013-10-30",0,1,1,,69.37,17.68,32.01,30.89,34.46,3.03,0,0,,,,"E","E","E","E","EX","EX",
"MO",2013,303,"2013-10-30",4,1,1,,68.82,17.56,32.03,30.98,34.59,3.09,0,0,,,,,,,,"X","X",
"MO",2013,303,"2013-10-30",20,1,1,,66.66,18.55,32.17,31.31,33.37,3.04,0,0.01,,"E","E",,,,,"X",,
"MO",2014,72,"2014-03-13",0,1,1,,71.13,20.3,34.89,33.6,33.63,3.21,0,0,,,,,,,,"X","X",
"MO",2014,72,"2014-03-13",8,1,1,,74.23,20.46,35.82,34.11,34.97,3.26,0,0,,"E","E",,,,,"X","X",
"MO",2014,72,"2014-03-13",20,1,1,,236.75,25.37,53.86,37.03,99.99,5.28,0.05,0.28,,"H",,"H",,"H",,,,
"MO",2014,120,"2014-04-30",0,1,1,,77.29,19.42,35.51,31.73,37.96,3.07,0,0,,"E","E",,,,,"X","X",
"MO",2014,120,"2014-04-30",8,1,1,,77.02,19.35,35.9,31.9,38.35,3.06,0,0,,,,,,,,"X","X",
"MO",2014,120,"2014-04-30",20,1,1,,77.6,19.42,35.41,31.83,37.83,3.09,0,0,,,,,"E","E","E","EX","EX",
"MO",2014,217,"2014-08-05",0,1,1,,68.13,17.36,26.46,27.43,31.58,2.8,0.01,0,,,,,,,,"X","X",
"MO",2014,217,"2014-08-05",4,1,1,,68.68,17.39,36.48,27.46,31.96,2.8,0.01,0,,,,,,,,"X","X",
"MO",2014,217,"2014-08-05",6,1,1,,68.69,17.41,27.3,27.91,32.49,2.81,0.01,0,,,,,,,,"X","X",
"MO",2014,217,"2014-08-05",8,1,1,,69.09,17.45,27.47,27.55,31.78,2.82,0.01,0.01,,,,,,,,"X",,
"MO",2014,217,"2014-08-05",12,1,1,,75.81,17.84,35.77,29.14,35.67,3.05,0.03,0.2,,,,"E","E","E","E","E","E",
"MO",2014,217,"2014-08-05",16,1,1,,76.22,17.07,37.12,29.35,36.05,3.13,0.04,0.26,,,,,,,,,,
"MO",2014,217,"2014-08-05",20,1,1,,76.18,16.91,37.44,28.99,36.01,3.13,0.04,0.27,,,,,,,,,,
"MO",2014,217,"2014-08-05",22,1,1,,76.31,17,37.97,29.48,36.39,3.17,0.03,0.28,,,,,,,,,,
"MO",2014,309,"2014-11-05",0,1,1,,68.64,17.86,34.38,30.11,33.72,3,0.01,0.01,,,,,,,,"X",,
"MO",2014,309,"2014-11-05",4,1,1,,68.65,17.87,34.16,30.02,33.34,2.97,0,0,,,,"E","E","E","E","X","X",
"MO",2014,309,"2014-11-05",20,1,1,,68.39,17.89,33.86,29.67,33.46,3.05,0,0.01,,"E","E",,,,,"X",,
"MO",2015,65,"2015-03-06",0,1,1,,72.02,19.79,30.5,29.75,31.03,3.06,0,0,,,,,,,,"X","X",
"MO",2015,65,"2015-03-06",8,1,1,,72.76,19.76,31.1,29.36,31.5,3.06,0,0,,,,,,,,"X","X",
"MO",2015,65,"2015-03-06",20,1,1,,113.26,26.42,48.65,34.73,50,3.16,0.02,0.36,,"EH","E",,,,,,,
"MO",2015,104,"2015-04-14",0,1,1,,71.74,18.88,45.85,32.34,40.7,3.01,0,0,,,,,,,,"X","X",
"MO",2015,104,"2015-04-14",8,1,1,,71.69,18.87,45.64,31.95,40.14,3.02,0,0,,,,,,,,"X","X",
"MO",2015,104,"2015-04-14",20,1,1,,71.48,18.84,45.82,32.07,40.57,3.06,0,0,,"E","E","E","E","E","E","EX","EX",
"MO",2015,216,"2015-08-04",0,1,1,,71.86,18,25.56,29.68,33.07,2.82,0,0,,,,,,,,"X","X",
"MO",2015,216,"2015-08-04",4,1,1,,71.89,18.02,25.39,29.06,32.86,2.82,0,0.02,,,,,,,,"X",,
"MO",2015,216,"2015-08-04",6,1,1,,72,18.06,25.29,29.42,33.14,2.86,0,0,,,,,,,,"X","X",
"MO",2015,216,"2015-08-04",8,1,1,,72.46,18.21,29.41,29.6,33.87,2.97,0,0.03,,,,"E","E","E","E","EX","E",
"MO",2015,216,"2015-08-04",12,1,1,,74.67,17.33,37.69,30.17,34.72,3.05,0.01,0.21,,,,,,,,"X",,
"MO",2015,216,"2015-08-04",16,1,1,,74.14,16.62,38.5,29.85,34.86,3.15,0.02,0.23,,,,,,,,,,
"MO",2015,216,"2015-08-04",20,1,1,,74.32,16.7,38.73,30.23,34.76,3.17,0.02,0.24,,"E","E",,,,,,,
"MO",2015,307,"2015-11-03",0,1,1,,67.54,18.35,30.57,29.91,31.58,2.91,0,0,,,,,,,,"X","X",
"MO",2015,307,"2015-11-03",4,1,1,,67.96,18.38,30.27,29.72,30.96,2.92,0,0,,,,,,,,"X","X",
"MO",2015,307,"2015-11-03",20,1,1,,68.14,18.43,30.69,29.88,31.13,2.95,0,0,,,,,,,,"X","X",
"MO",2016,35,"2016-02-04",0,1,1,,65.5,19.31,32.87,30.67,,2.75,0,0,,,,"E","E","E","E","EX","EX",
"MO",2016,35,"2016-02-04",8,1,1,,32.84,8.2,33.37,31.22,,2.85,0,0,,,,,,,,"X","X",
"MO",2016,35,"2016-02-04",20,1,1,,96.25,26.71,51.28,36.1,,3.03,0.01,0.28,,"N","N","H",,,,"X",,
"MO",2016,104,"2016-04-13",0,1,1,,71.7,20.8,36.72,29.39,,2.76,0,0,,"N","N",,,,,"X","X",
"MO",2016,104,"2016-04-13",8,1,1,,71.23,15.36,37.16,29.43,,2.78,0.01,0,,,,,,,,"X","X",
"MO",2016,104,"2016-04-13",20,1,1,,71.06,20.75,37.17,29.92,,2.77,0,0,,,,,,,,"X","X",
"MO",2016,215,"2016-08-02",0,1,1,,67.94,17.96,29.03,31.96,,2.88,0,0,,,,,,,,"X","X",
"MO",2016,215,"2016-08-02",4,1,1,,69,17.06,28.79,32.01,,2.91,0,0,,"E","E",,,,,"X","X",
"MO",2016,215,"2016-08-02",6,1,1,,68.63,16.98,29.3,31.86,,2.91,0,0,,,,,,,,"X","X",
"MO",2016,215,"2016-08-02",8,1,1,,69.87,16.72,31.99,32.24,,3.06,0,0.01,,,,,,,,"X",,
"MO",2016,215,"2016-08-02",12,1,1,,71.68,16.71,40.23,32.79,,3.23,0.03,0.21,,,,,,,,,,
"MO",2016,215,"2016-08-02",16,1,1,,71.22,16.84,41.36,32.98,,3.28,0.03,0.2,,,,,,,,,,
"MO",2016,215,"2016-08-02",20,1,1,,71.22,16.61,41.63,32.71,,3.3,0.03,0.21,,,,,,,,,,
"MO",2016,215,"2016-08-02",22,1,1,,,,,,,,,,,,,,,"E",,,"E",
"MO",2016,315,"2016-11-10",0,1,1,,63.9,16.35,33.75,31.42,,2.98,0,0,,,,,,,,"X","X",
"MO",2016,315,"2016-11-10",4,1,1,,64.06,16.6,33.67,31.48,,3,0,0,,,,,,,,"X","X",
"MO",2016,315,"2016-11-10",20,1,1,,64.15,16.59,34.11,31.57,,3.01,0,0.02,,,,,,,,"X",,
"MO",2017,44,"2017-02-13",0,1,1,,64.98,19.45,35.7,31.79,28.79,2.9,0,0,,,,,,,,"X","X",
"MO",2017,44,"2017-02-13",8,1,1,,69.58,20.1,36.38,31.74,31.08,2.94,0,0,,,,,,,,"X","X",
"MO",2017,44,"2017-02-13",20,1,1,,373.41,28.07,52.61,30.77,99.99,11.88,0.13,0.19,,"H",,"EH","E","EKH","EH","E","E",
"MO",2017,109,"2017-04-19",0,1,1,,78.75,17.81,35.88,28.97,34.52,2.84,0,0,,,,,,,,"X","X",
"MO",2017,109,"2017-04-19",8,1,1,,79.67,17.84,35.66,28.95,35.04,2.85,0,0,,,,,,,,"X","X",
"MO",2017,109,"2017-04-19",20,1,1,,79.86,17.98,35.79,29.27,35.22,2.85,0,0,,,,,,,,"X","X",
"MO",2017,220,"2017-08-08",0,1,1,,69,15,29.51,29.43,33.17,2.88,0,0,,,,,,,,"X","X",
"MO",2017,220,"2017-08-08",4,1,1,,51,11,30.55,30.36,34.74,2.99,0,0,,,,,,,,"X","X",
"MO",2017,220,"2017-08-08",6,1,1,,67,15,29.92,29.94,34.03,2.9,0,0,,"E","E",,,,,"X","X",
"MO",2017,220,"2017-08-08",8,1,1,,69,15,29.67,29.61,33.7,2.92,0,0,,,,,,,,"X","X",
"MO",2017,220,"2017-08-08",12,1,1,,76,15,42.19,31.41,38.27,3.37,0.03,0.28,,,,,,,,,,
"MO",2017,220,"2017-08-08",16,1,1,,75,15,42.77,31.11,38.06,3.37,0.02,0.32,,,,,,,,,,
"MO",2017,220,"2017-08-08",20,1,1,,75,14,43.19,31.2,38.11,3.41,0.02,0.32,,,,,,,,,,
"MO",2017,307,"2017-11-03",0,1,1,,70.32,14.59,34.45,31.48,33.83,3.13,0,0,,,,,,,,"X","X",
"MO",2017,307,"2017-11-03",4,1,1,,70.04,15.31,35.46,32.35,34.36,3.17,0,0,,,,,,,,"X","X",
"MO",2017,307,"2017-11-03",20,1,1,,70.36,14.61,34.89,31.82,33.98,3.17,0,0,,,,,,,,"X","X",
"MO",2018,24,"2018-01-24",0,1,1,,64,17.12,37.2,33.75,34.58,3.12,0,0,,,,,,,,"X","X",
"MO",2018,24,"2018-01-24",8,1,1,,71.7,18.83,39.23,35.31,36.9,3.35,0,0,,,,,,,,"X","X",
"MO",2018,24,"2018-01-24",20,1,1,,87.53,22.16,53.88,41.1,45.54,3.51,0,0.32,,,,"H",,,,"X",,
"MO",2018,114,"2018-04-24",0,1,1,,76.63,17.15,38.7,32.18,36,3.28,0,0,,,,,,,,"X","X",
"MO",2018,114,"2018-04-24",8,1,1,,75.86,17.1,39.06,32.64,36.83,3.29,0,0,,,,,,,,"X","X",
"MO",2018,114,"2018-04-24",20,1,1,,76.52,17.15,38.78,32.43,36.54,3.29,0,0,,"E","E","E","E","E","E","EX","EX",
"MO",2018,219,"2018-08-07",0,1,1,,69.43,15.54,28.43,30.3,36.31,3.06,0,0,,,,,,,,"X","X",
"MO",2018,219,"2018-08-07",4,1,1,,69.37,15.5,28.63,30.4,36.8,3.01,0,0,,,,,,,,"X","X",
"MO",2018,219,"2018-08-07",6,1,1,,69.45,15.48,28.57,29.91,36.18,2.97,0,0,,,,,,,,"X","X",
"MO",2018,219,"2018-08-07",8,1,1,,70.79,15.6,33.08,31.32,39.77,3.2,0,0.06,,,,,,,,"X",,
"MO",2018,219,"2018-08-07",12,1,1,,77.03,15.38,41.58,32.51,40.96,3.52,0.01,0.28,,,,,,,,"X",,
"MO",2018,219,"2018-08-07",16,1,1,,77.33,14.92,41.84,32.31,40.37,3.48,0.01,0.32,,,,,,,,"X",,
"MO",2018,219,"2018-08-07",20,1,1,,77.25,14.71,42.18,32.52,40.67,3.52,0.01,0.34,,,,"E","E","E","E","EX","E",
"MO",2018,304,"2018-10-31",0,1,1,,63.17,15.18,31.88,28.62,30.14,3.05,0,0,,,,,,,,"X","X",
"MO",2018,304,"2018-10-31",4,1,1,,63.39,15.18,31.68,28.48,30.07,3.09,0,0,,,,,,,,"X","X",
"MO",2018,304,"2018-10-31",20,1,1,,62.74,15.13,31.42,28.19,29.84,3.11,0,0,,,,,,,,"X","X",
"MO",2019,58,"2019-02-27",0,1,1,,65.64,17.11,36.23,30.68,29.65,3.23,0,0,,,,,,,,,,
"MO",2019,58,"2019-02-27",8,1,1,,68.17,16.92,35.61,29.74,30.81,3.1,0,0,,,,,,,,,,
"MO",2019,58,"2019-02-27",20,1,1,,338.43,24.98,51.04,31.13,17.84,5.61,0.03,0.19,,,,,"E","E","E","E","E",
"MO",2019,106,"2019-04-16",0,1,1,,79.19,16.42,38.2,30.47,40.5,3.47,0,0,,,,,,,,,,
"MO",2019,106,"2019-04-16",8,1,1,,79.95,16.83,38.3,30.6,40.64,3.51,0,0,,,,,,,,,,
"MO",2019,106,"2019-04-16",20,1,1,,79.85,16.72,38.16,30.51,40.72,3.51,0,0,,,,,,,,,,
"MO",2019,218,"2019-08-06",0,1,1,,66.08,14.11,26.75,29.56,34.14,3.53,0,0,,,,,,,,,,
"MO",2019,218,"2019-08-06",4,1,1,,68.49,13.11,28.7,29.55,35.01,3.41,0,0,,,,,,,,,,
"MO",2019,218,"2019-08-06",6,1,1,,68.53,13.9,30.66,29.87,35.71,3.44,0,0,,,"E",,,,,,,
"MO",2019,218,"2019-08-06",8,1,1,,70.34,14.04,35.79,30.77,36.46,3.52,0,0.05,,,,,,,,,,
"MO",2019,218,"2019-08-06",12,1,1,,73.81,13.64,42.72,30.54,38.52,3.82,0.03,0.36,,,,,,,,,,
"MO",2019,218,"2019-08-06",16,1,1,,73.88,11.29,43.65,30.65,38.69,3.77,0.03,0.4,,,,,,,,,,
"MO",2019,218,"2019-08-06",20,1,1,,74,12.51,44.06,30.69,38.7,3.76,0.03,0.41,,,,,,,,,,
"MO",2019,302,"2019-10-29",0,1,1,,64.71,13.63,,,,,,,,,,,,,,,,
"MO",2019,302,"2019-10-29",4,1,1,,64.88,13.53,,,,,,,,,,,,,,,,
"MO",2019,302,"2019-10-29",20,1,1,,65,13.56,,,,,,,,,,,,,,,,
"MO",2020,58,"2020-02-27",0,1,1,,65.33,16.45,38.07,30.41,32.56,3.53,0,0,,,,,,,,,,
"MO",2020,58,"2020-02-27",8,1,1,,68.24,16.46,37.75,29.59,34.6,3.52,0,0,,,,,,,,,,
"MO",2020,58,"2020-02-27",20,1,1,,210.02,25.51,64.98,37.77,115.83,3.7,0.01,0.38,,,,,,,,,,
"MO",2020,133,"2020-05-12",0,1,1,,,,,32.28,38.95,3.45,0,0.01,,,,,,,,,,
"MO",2020,133,"2020-05-12",4,1,1,,,,,32.53,39.29,3.49,0,0,,,,,,,,,,
"MO",2020,133,"2020-05-12",8,1,1,,,,,32.04,38.66,3.43,0,0,,,,,,,,,,
"MO",2020,133,"2020-05-12",12,1,1,,,,,33.88,40.95,3.66,0,0.01,,,,,"E","E","E","E","E",
"MO",2020,133,"2020-05-12",16,1,1,,,,,32.09,38.79,3.46,0.01,0.01,,,,,,,,,,
"MO",2020,133,"2020-05-12",20,1,1,,,,,34.09,41.28,3.78,0.01,0.01,,,,,,,,,,
"MO",2020,191,"2020-07-09",0,1,1,,67.68,15.51,25.39,28.82,33.75,3.24,0,0,,,,,,,,,,
"MO",2020,191,"2020-07-09",4,1,1,,69.02,16.16,30.71,29.41,34.96,3.31,0,0,,,,,,,,,,
"MO",2020,191,"2020-07-09",8,1,1,,70.06,16.95,40.19,29.75,35.57,3.5,0.01,0.04,,,,,,,,,,
"MO",2020,191,"2020-07-09",12,1,1,,71.25,15.55,42.01,29.95,36.25,3.59,0.01,0.23,,,,,,,,,,
"MO",2020,191,"2020-07-09",16,1,1,,72.69,16.71,43.02,29.95,36.24,3.65,0.03,0.26,,,,,,,,,,
"MO",2020,191,"2020-07-09",20,1,1,,71.55,14.66,43.35,30.01,36.32,3.65,0.03,0.26,,"E","E",,,,,,,
"MO",2020,261,"2020-09-17",0,1,1,,65.46,14.76,25.79,26.73,29.52,3.04,0.01,0,,,,,,,,,,
"MO",2020,261,"2020-09-17",4,1,1,,65.94,14.87,26.59,27.57,30.6,3.17,0,0.01,,,,,,,,,,
"MO",2020,261,"2020-09-17",8,1,1,,65.86,14.92,27.42,27.65,31.48,3.02,0.02,0.06,,,,,,,,,,
"MO",2020,261,"2020-09-17",12,1,1,,68.96,13.78,39.14,28.04,32.71,3.47,0.03,0.5,,,,,,,,,,
"MO",2020,261,"2020-09-17",16,1,1,,70.07,13.92,42.33,27.49,32.41,3.51,0.04,0.25,,,,,,,,,,
"MO",2020,261,"2020-09-17",20,1,1,,70.37,13.91,43.35,27.84,32.86,3.61,0.03,0.24,,,,,,,,,,
"MO",2020,310,"2020-11-05",0,1,1,,66.95,15.25,33.09,31.58,33.76,3.29,0,0,,,,,,,,,,
"MO",2020,310,"2020-11-05",4,1,1,,65.19,14.83,29.97,28.1,30.15,2.74,0,0,,,,,,,,,,
"MO",2020,310,"2020-11-05",8,1,1,,67.13,15.29,29.9,28.02,30.06,2.76,0,0,,,,,,,,,,
"MO",2020,310,"2020-11-05",12,1,1,,67.66,15.34,32.85,31.4,33.91,3.31,0,0,,,,,,,,,,
"MO",2020,310,"2020-11-05",16,1,1,,67.57,14.94,32.91,31.47,33.93,3.31,0,0,,,,,,,,,,
"MO",2020,310,"2020-11-05",20,1,1,,67.23,15.34,29.79,28.06,30.25,2.78,,0,,"E","E",,,,,,,
